Order No,User Id,Vehicle Type,Platform Type,Personal or Business,Placement - Day of Month,Placement - Weekday (Mo = 1),Placement - Time,Confirmation - Day of Month,Confirmation - Weekday (Mo = 1),Confirmation - Time,Arrival at Pickup - Day of Month,Arrival at Pickup - Weekday (Mo = 1),Arrival at Pickup - Time,Pickup - Day of Month,Pickup - Weekday (Mo = 1),Pickup - Time,Arrival at Destination - Day of Month,Arrival at Destination - Weekday (Mo = 1),Arrival at Destination - Time,Distance (KM),Temperature,Precipitation in millimeters,Pickup Lat,Pickup Long,Destination Lat,Destination Long,Rider Id,Time from Pickup to Arrival
Order_No_11708,User_Id_517,Bike,3,Business,30,4,10:14:36 AM,30,4,10:15:05 AM,30,4,10:27:30 AM,30,4,10:47:24 AM,30,4,10:59:48 AM,4,,,-1.3228003,36.8306435,-1.3004062,36.829741,Rider_Id_349,744
Order_No_1567,User_Id_186,Bike,3,Business,5,2,3:37:08 PM,5,2,3:42:48 PM,5,2,4:09:12 PM,5,2,4:14:13 PM,5,2,4:36:57 PM,6,27.7,,-1.2571472,36.7950633,-1.2925919,36.8170577,Rider_Id_85,1364
Order_No_23834,User_Id_3621,Bike,3,Business,19,2,8:35:26 AM,19,2,8:35:42 AM,19,2,8:38:54 AM,19,2,8:44:23 AM,19,2,8:49:51 AM,4,21.3,,-1.2836583,36.7886014,-1.2913246,36.8019522,Rider_Id_247,328
Order_No_26496,User_Id_393,Bike,3,Business,8,5,10:42:55 AM,8,5,10:43:41 AM,8,5,10:47:05 AM,8,5,10:51:57 AM,8,5,11:16:52 AM,11,28.6,,-1.3167113,36.8301563,-1.2638185,36.7930057,Rider_Id_411,1495
Order_No_9169,User_Id_598,Bike,1,Business,19,2,4:56:04 PM,19,2,4:58:35 PM,19,2,5:07:03 PM,19,2,5:11:38 PM,19,2,5:39:51 PM,6,19.7,,-1.2536042,36.8064895,-1.2668265,36.7680484,Rider_Id_427,1693
Order_No_1570,User_Id_517,Bike,3,Business,29,3,10:10:45 AM,29,3,10:12:06 AM,29,3,10:32:48 AM,29,3,10:39:04 AM,29,3,11:10:58 AM,14,,,-1.3228003,36.8306435,-1.2991441,36.7528804,Rider_Id_829,1914
Order_No_63,User_Id_3621,Bike,3,Business,30,6,9:15:37 AM,30,6,9:16:22 AM,30,6,9:28:46 AM,30,6,9:33:10 AM,30,6,10:07:23 AM,9,,,-1.2836583,36.7886014,-1.3222535,36.8246176,Rider_Id_508,2053
Order_No_12953,User_Id_49,Bike,3,Business,27,4,2:49:57 PM,27,4,2:56:02 PM,27,4,3:04:43 PM,27,4,3:08:39 PM,27,4,3:36:08 PM,10,23.7,,-1.2790196,36.8160867,-1.2906539,36.7523571,Rider_Id_21,1649
Order_No_15454,User_Id_797,Bike,3,Business,18,3,7:53:59 AM,18,3,7:54:13 AM,18,3,7:58:02 AM,18,3,8:03:53 AM,18,3,8:37:21 AM,15,14.5,,-1.2551895,36.7822034,-1.2686837,36.8891847,Rider_Id_116,2008
Order_No_15476,User_Id_867,Bike,3,Business,18,2,11:39:06 AM,18,2,12:13:11 PM,18,2,12:15:50 PM,18,2,12:28:06 PM,18,2,12:54:05 PM,10,,,-1.2996533,36.8292629,-1.2991441,36.7528804,Rider_Id_555,1559
Order_No_22769,User_Id_247,Bike,3,Personal,27,4,2:35:20 PM,27,4,2:36:26 PM,27,4,2:48:39 PM,27,4,3:03:15 PM,27,4,3:06:50 PM,4,25.2,,-1.2850644,36.8343657,-1.2900260,36.8165275,Rider_Id_531,215
Order_No_14296,User_Id_2676,Bike,3,Business,18,1,1:47:49 PM,18,1,1:52:32 PM,18,1,2:15:48 PM,18,1,2:19:36 PM,18,1,2:53:12 PM,7,30.8,,-1.3047473,36.830562,-1.2963097,36.7688221,Rider_Id_448,2016
Order_No_23454,User_Id_2587,Bike,3,Business,16,2,2:25:06 PM,16,2,3:03:53 PM,16,2,3:22:34 PM,16,2,3:23:52 PM,16,2,3:41:24 PM,6,,,-1.2765736,36.8513646,-1.2887800,36.8168312,Rider_Id_438,1052
Order_No_19485,User_Id_1761,Bike,3,Business,5,2,10:42:42 AM,5,2,11:04:08 AM,5,2,11:13:21 AM,5,2,11:20:25 AM,5,2,11:53:24 AM,17,23.8,,-1.3339943,36.7263409,-1.2830989,36.8165739,Rider_Id_952,1979
Order_No_11002,User_Id_2030,Bike,3,Business,10,3,9:26:03 AM,10,3,9:26:41 AM,10,3,9:26:48 AM,10,3,9:31:53 AM,10,3,9:38:09 AM,2,21.7,,-1.2963097,36.7688221,-1.2969741,36.7856612,Rider_Id_438,376
Order_No_25971,User_Id_3548,Bike,1,Personal,20,4,11:07:08 AM,20,4,11:11:11 AM,20,4,11:43:35 AM,20,4,11:46:15 AM,20,4,12:20:32 PM,9,24.6,,-1.3112755,36.7430611,-1.2981700,36.8001417,Rider_Id_482,2057
Order_No_19307,User_Id_3647,Bike,3,Business,8,1,11:00:26 AM,8,1,11:02:10 AM,8,1,11:13:18 AM,8,1,11:16:14 AM,8,1,11:53:10 AM,16,27.7,,-1.2726390,36.794723,-1.2155671,36.8898931,Rider_Id_245,2216
Order_No_9727,User_Id_2178,Bike,1,Personal,10,5,12:13:28 PM,10,5,12:15:24 PM,10,5,12:22:37 PM,10,5,12:27:07 PM,10,5,12:48:58 PM,6,19.1,,-1.2998552,36.8187077,-1.2781391,36.8267148,Rider_Id_249,1311
Order_No_3145,User_Id_3647,Bike,3,Business,11,4,4:28:27 PM,11,4,4:29:29 PM,11,4,5:11:31 PM,11,4,5:20:37 PM,11,4,6:01:07 PM,19,24.2,,-1.2726390,36.794723,-1.1940334,36.9187324,Rider_Id_606,2430
Order_No_15827,User_Id_1637,Bike,3,Business,5,1,3:48:20 PM,5,1,3:48:27 PM,5,1,3:51:12 PM,5,1,4:12:27 PM,5,1,4:36:18 PM,14,25.9,,-1.2615888,36.7928732,-1.2283403,36.8822756,Rider_Id_551,1431
Order_No_13369,User_Id_3508,Bike,2,Personal,22,6,12:05:26 PM,22,6,12:05:54 PM,22,6,12:30:13 PM,22,6,12:47:25 PM,22,6,1:13:53 PM,8,21.2,,-1.2755887,36.8742523,-1.2677646,36.8298466,Rider_Id_408,1588
Order_No_11369,User_Id_1573,Bike,1,Personal,4,1,7:41:14 PM,4,1,7:41:33 PM,4,1,7:44:34 PM,4,1,7:51:29 PM,4,1,7:59:12 PM,6,18.9,,-1.2730560,36.811298,-1.2976570,36.7995692,Rider_Id_116,463
Order_No_26196,User_Id_2332,Bike,1,Personal,25,3,2:08:28 PM,25,3,2:08:39 PM,25,3,2:28:47 PM,25,3,2:31:45 PM,25,3,2:56:36 PM,20,17.9,,-1.2156780,36.873872,-1.2933930,36.790237,Rider_Id_265,1491
Order_No_667,User_Id_1151,Bike,2,Personal,4,2,10:19:35 AM,4,2,10:20:28 AM,4,2,10:34:24 AM,4,2,10:54:44 AM,4,2,11:21:19 AM,10,18.7,,-1.3111210,36.900472,-1.3233955,36.8562944,Rider_Id_753,1595
Order_No_27885,User_Id_2606,Bike,1,Personal,19,5,9:46:36 AM,19,5,9:47:13 AM,19,5,10:00:06 AM,19,5,10:14:06 AM,19,5,10:43:10 AM,8,20,,-1.2528485,36.7953722,-1.2973949,36.816038,Rider_Id_446,1744
Order_No_23420,User_Id_2866,Bike,3,Business,4,1,1:07:39 PM,4,1,1:08:27 PM,4,1,1:18:44 PM,4,1,1:25:41 PM,4,1,1:37:58 PM,4,25.4,,-1.2696183,36.8021778,-1.2551895,36.7822034,Rider_Id_885,737
Order_No_6027,User_Id_1469,Bike,3,Business,21,5,12:41:58 PM,21,5,12:48:50 PM,21,5,1:09:15 PM,21,5,1:23:54 PM,21,5,1:24:10 PM,4,22.9,,-1.2571472,36.7950633,-1.2731645,36.7900343,Rider_Id_793,16
Order_No_8737,User_Id_346,Bike,3,Business,19,5,2:43:20 PM,19,5,2:44:18 PM,19,5,2:56:53 PM,19,5,3:06:26 PM,19,5,3:23:25 PM,6,,,-1.2887800,36.8168312,-1.2527958,36.8003131,Rider_Id_705,1019
Order_No_6699,User_Id_1973,Bike,2,Personal,17,1,10:47:37 AM,17,1,10:48:04 AM,17,1,10:55:38 AM,17,1,11:03:13 AM,17,1,11:25:14 AM,7,25.2,,-1.3034231,36.7650287,-1.2655477,36.8001682,Rider_Id_328,1321
Order_No_7095,User_Id_265,Bike,3,Business,14,4,12:57:17 PM,14,4,1:27:06 PM,14,4,1:32:59 PM,14,4,1:48:54 PM,14,4,3:21:04 PM,48,27.8,,-1.3009210,36.828195,-1.0302254,37.0167793,Rider_Id_102,5530
Order_No_27892,User_Id_3420,Bike,3,Business,7,5,2:44:14 PM,7,5,2:53:16 PM,7,5,3:04:41 PM,7,5,3:20:56 PM,7,5,4:00:36 PM,7,25,,-1.2659810,36.7936121,-1.3046007,36.8211743,Rider_Id_726,2380
Order_No_4643,User_Id_1500,Bike,3,Business,6,3,12:49:15 PM,6,3,12:50:00 PM,6,3,1:13:35 PM,6,3,1:22:11 PM,6,3,1:45:52 PM,8,22.6,,-1.3004062,36.829741,-1.2638185,36.7930057,Rider_Id_332,1421
Order_No_27447,User_Id_2330,Bike,1,Business,28,5,4:41:24 PM,28,5,4:42:16 PM,28,5,5:38:41 PM,28,5,5:46:22 PM,28,5,6:24:26 PM,19,,,-1.2541910,36.8099132,-1.1859430,36.9276394,Rider_Id_532,2284
Order_No_10974,User_Id_1559,Bike,2,Personal,11,4,1:13:04 PM,11,4,1:13:39 PM,11,4,1:28:18 PM,11,4,1:48:13 PM,11,4,2:16:48 PM,14,26.7,,-1.2514753,36.7870287,-1.2287936,36.826979,Rider_Id_882,1715
Order_No_6460,User_Id_868,Bike,3,Business,25,4,11:03:43 AM,25,4,11:03:53 AM,25,4,11:08:08 AM,25,4,11:14:58 AM,25,4,11:27:48 AM,7,,,-1.2628473,36.781805,-1.2657150,36.823815,Rider_Id_709,770
Order_No_1855,User_Id_2386,Bike,1,Personal,14,6,12:32:26 PM,14,6,12:33:30 PM,14,6,12:49:35 PM,14,6,12:55:56 PM,14,6,1:23:36 PM,6,17.6,,-1.2965169,36.793522,-1.3186522,36.7699884,Rider_Id_465,1660
Order_No_855,User_Id_3725,Bike,2,Personal,6,4,5:07:12 PM,6,4,5:07:32 PM,6,4,5:10:05 PM,6,4,5:14:21 PM,6,4,5:31:43 PM,4,22.7,,-1.2547349,36.8065138,-1.2731645,36.7900343,Rider_Id_409,1042
Order_No_2965,User_Id_1995,Bike,3,Business,14,3,9:51:59 AM,14,3,9:52:11 AM,14,3,9:58:00 AM,14,3,10:00:33 AM,14,3,10:36:01 AM,22,18.6,,-1.2551895,36.7822034,-1.3562374,36.9042954,Rider_Id_793,2128
Order_No_10339,User_Id_3647,Bike,3,Business,20,1,10:14:32 AM,20,1,10:15:26 AM,20,1,10:34:14 AM,20,1,10:35:42 AM,20,1,11:08:10 AM,14,,,-1.3175925,36.8742349,-1.2726390,36.794723,Rider_Id_364,1948
Order_No_28104,User_Id_3147,Bike,3,Business,2,2,1:48:17 PM,2,2,1:49:13 PM,2,2,2:39:03 PM,2,2,2:45:22 PM,2,2,3:25:48 PM,15,26,,-1.3472066,36.7692638,-1.3081060,36.86594,Rider_Id_846,2426
Order_No_15326,User_Id_84,Bike,3,Business,26,1,12:04:37 PM,26,1,12:14:19 PM,26,1,12:24:11 PM,26,1,12:35:34 PM,26,1,1:20:24 PM,9,22.9,,-1.2551895,36.7822034,-1.3014461,36.7661381,Rider_Id_607,2690
Order_No_27512,User_Id_3510,Bike,1,Business,25,5,4:37:18 PM,25,5,4:42:42 PM,25,5,5:04:40 PM,25,5,5:13:49 PM,25,5,5:37:27 PM,6,21.1,,-1.2472211,36.7826109,-1.2702719,36.7688649,Rider_Id_888,1418
Order_No_15258,User_Id_3525,Bike,3,Business,7,5,11:27:19 AM,7,5,11:27:26 AM,7,5,11:31:04 AM,7,5,11:50:00 AM,7,5,12:30:57 PM,21,24.9,,-1.2551895,36.7822034,-1.3700383,36.9190174,Rider_Id_828,2457
Order_No_14165,User_Id_1205,Bike,3,Business,7,5,11:41:19 AM,7,5,11:45:23 AM,7,5,12:07:14 PM,7,5,12:26:23 PM,7,5,1:06:18 PM,5,25.6,,-1.2810807,36.8144229,-1.2998460,36.7940155,Rider_Id_268,2395
Order_No_23852,User_Id_2627,Bike,3,Business,28,1,12:19:39 PM,28,1,12:33:26 PM,28,1,12:49:46 PM,28,1,12:58:42 PM,28,1,1:20:08 PM,15,23.9,,-1.2283403,36.8822756,-1.2571472,36.7950633,Rider_Id_276,1286
Order_No_5478,User_Id_1642,Bike,3,Business,5,1,11:54:16 AM,5,1,12:06:00 PM,5,1,12:14:46 PM,5,1,12:46:27 PM,5,1,1:02:00 PM,5,24.4,,-1.2768982,36.8262879,-1.2728069,36.7962362,Rider_Id_268,933
Order_No_383,User_Id_633,Bike,3,Business,10,4,2:07:07 PM,10,4,2:07:28 PM,10,4,2:07:52 PM,10,4,2:12:57 PM,10,4,2:24:49 PM,5,25.4,,-1.2770708,36.8231093,-1.3004062,36.829741,Rider_Id_812,712
Order_No_19533,User_Id_3647,Bike,3,Business,5,3,11:09:18 AM,5,3,11:10:46 AM,5,3,11:21:19 AM,5,3,11:26:09 AM,5,3,12:19:18 PM,15,22.6,,-1.2726390,36.794723,-1.3194518,36.869396,Rider_Id_547,3189
Order_No_7197,User_Id_2989,Bike,3,Business,18,4,3:46:52 PM,18,4,3:48:27 PM,18,4,3:48:37 PM,18,4,3:51:46 PM,18,4,4:18:12 PM,12,26.7,,-1.3472066,36.7692638,-1.2793859,36.8218002,Rider_Id_79,1586
Order_No_7790,User_Id_2521,Bike,3,Business,26,6,10:33:34 AM,26,6,10:34:21 AM,26,6,10:45:18 AM,26,6,10:48:24 AM,26,6,11:17:16 AM,14,26,,-1.3167113,36.8301563,-1.3063780,36.7519845,Rider_Id_523,1732
Order_No_2701,User_Id_265,Bike,3,Business,27,2,12:37:51 PM,27,2,12:45:58 PM,27,2,12:56:39 PM,27,2,1:01:00 PM,27,2,1:22:51 PM,7,23.7,,-1.3009210,36.828195,-1.2595467,36.8113044,Rider_Id_685,1311
Order_No_27173,User_Id_909,Bike,3,Business,14,2,2:48:26 PM,14,2,2:48:26 PM,14,2,2:50:37 PM,14,2,3:01:35 PM,14,2,3:36:41 PM,7,,,-1.2527958,36.8003131,-1.2253220,36.80855,Rider_Id_510,2106
Order_No_2869,User_Id_2285,Bike,1,Personal,8,1,9:59:36 AM,8,1,10:04:51 AM,8,1,10:18:36 AM,8,1,10:36:04 AM,8,1,10:59:53 AM,10,24.5,,-1.3324594,36.861964,-1.2950041,36.8143583,Rider_Id_662,1429
Order_No_3761,User_Id_2607,Bike,2,Personal,30,6,3:09:05 PM,30,6,4:07:15 PM,30,6,4:20:48 PM,30,6,4:30:39 PM,30,6,4:50:30 PM,8,23.8,,-1.2917966,36.7730221,-1.3041190,36.819649,Rider_Id_844,1191
Order_No_25270,User_Id_393,Bike,3,Business,13,2,1:34:54 PM,13,2,2:11:08 PM,13,2,2:11:23 PM,13,2,3:06:32 PM,13,2,3:33:59 PM,14,26,,-1.3177547,36.8303703,-1.3063780,36.7519845,Rider_Id_555,1647
Order_No_10054,User_Id_1927,Bike,3,Business,16,4,4:22:55 PM,16,4,5:02:24 PM,16,4,5:07:04 PM,16,4,5:10:27 PM,16,4,5:50:39 PM,14,,,-1.3472066,36.7692638,-1.3106338,36.6809768,Rider_Id_821,2412
Order_No_7561,User_Id_2946,Bike,2,Personal,31,4,3:28:23 PM,31,4,3:31:25 PM,31,4,4:10:04 PM,31,4,4:13:19 PM,31,4,4:40:52 PM,10,22.7,,-1.2749662,36.7658781,-1.2895210,36.8190724,Rider_Id_124,1653
Order_No_8538,User_Id_1548,Bike,1,Personal,9,1,5:28:38 PM,9,1,5:30:07 PM,9,1,5:46:41 PM,9,1,5:55:11 PM,9,1,6:10:33 PM,4,20.3,,-1.2950408,36.8098172,-1.3136452,36.7974014,Rider_Id_312,922
Order_No_20150,User_Id_1787,Bike,3,Business,4,2,1:32:36 PM,4,2,1:44:44 PM,4,2,2:11:02 PM,4,2,2:13:37 PM,4,2,2:33:00 PM,3,22.6,,-1.2159090,36.886056,-1.2283403,36.8822756,Rider_Id_402,1163
Order_No_6734,User_Id_60,Bike,3,Business,15,2,12:17:13 PM,15,2,12:17:25 PM,15,2,12:18:27 PM,15,2,12:56:29 PM,15,2,12:56:49 PM,10,24.4,,-1.2600926,36.8088685,-1.2296618,36.8438272,Rider_Id_517,20
Order_No_15912,User_Id_12,Bike,3,Business,6,4,12:36:27 PM,6,4,12:49:02 PM,6,4,1:12:34 PM,6,4,1:17:51 PM,6,4,1:50:53 PM,9,23.9,,-1.2400210,36.84999,-1.2864963,36.8252086,Rider_Id_764,1982
Order_No_8453,User_Id_2871,Bike,1,Personal,20,5,11:24:44 AM,20,5,11:26:01 AM,20,5,11:49:14 AM,20,5,12:00:52 PM,20,5,12:15:34 PM,8,18.5,,-1.2889220,36.814826,-1.2623805,36.7805404,Rider_Id_159,882
Order_No_16835,User_Id_3291,Bike,3,Business,15,5,11:34:01 AM,15,5,11:34:25 AM,15,5,11:53:40 AM,15,5,12:06:28 PM,15,5,12:56:22 PM,18,25.8,,-1.3393547,36.8910035,-1.2600926,36.8088685,Rider_Id_856,2994
Order_No_10269,User_Id_867,Bike,3,Business,14,4,3:32:59 PM,14,4,3:35:13 PM,14,4,4:09:38 PM,14,4,4:48:34 PM,14,4,5:11:15 PM,10,26.2,,-1.2996533,36.8292629,-1.2991441,36.7528804,Rider_Id_233,1361
Order_No_11318,User_Id_718,Bike,3,Business,5,5,12:28:28 PM,5,5,12:29:14 PM,5,5,12:29:20 PM,5,5,12:43:42 PM,5,5,1:08:34 PM,12,23.9,,-1.2551895,36.7822034,-1.3201570,36.830887,Rider_Id_871,1492
Order_No_24446,User_Id_71,Bike,3,Business,6,2,2:12:53 PM,6,2,4:16:29 PM,6,2,4:28:42 PM,6,2,4:42:06 PM,6,2,5:32:27 PM,8,,,-1.2891922,36.825189,-1.2551895,36.7822034,Rider_Id_456,3021
Order_No_22511,User_Id_3517,Bike,3,Business,19,5,7:58:13 AM,19,5,7:58:17 AM,19,5,8:18:08 AM,19,5,9:11:38 AM,19,5,9:33:35 AM,15,20.4,,-1.3009210,36.828195,-1.3882008,36.7699445,Rider_Id_208,1317
Order_No_24913,User_Id_2509,Bike,3,Business,24,1,12:56:20 PM,24,1,12:56:27 PM,24,1,12:59:42 PM,24,1,1:44:11 PM,24,1,2:22:19 PM,20,,,-1.2571472,36.7950633,-1.3700383,36.9190174,Rider_Id_290,2288
Order_No_27461,User_Id_635,Bike,3,Business,10,1,10:41:06 AM,10,1,10:47:00 AM,10,1,11:14:51 AM,10,1,11:39:13 AM,10,1,11:39:21 AM,5,18.7,,-1.2867454,36.8259017,-1.2602337,36.7990548,Rider_Id_766,8
Order_No_6738,User_Id_516,Bike,3,Business,10,5,4:02:44 PM,10,5,4:04:23 PM,10,5,4:04:52 PM,10,5,4:45:46 PM,10,5,5:25:37 PM,13,,,-1.2571472,36.7950633,-1.2224188,36.8868824,Rider_Id_291,2391
Order_No_1632,User_Id_496,Bike,3,Business,20,3,12:19:40 PM,20,3,12:21:30 PM,20,3,12:28:17 PM,20,3,12:39:55 PM,20,3,1:23:53 PM,10,20.3,,-1.2551895,36.7822034,-1.3201096,36.8180968,Rider_Id_101,2638
Order_No_3572,User_Id_3621,Bike,3,Business,23,2,9:00:15 AM,23,2,9:00:54 AM,23,2,9:12:57 AM,23,2,9:17:07 AM,23,2,9:32:41 AM,4,15.3,7,-1.2836583,36.7886014,-1.2833106,36.8240238,Rider_Id_571,934
Order_No_12234,User_Id_3404,Bike,3,Business,22,6,4:16:47 PM,22,6,4:57:40 PM,22,6,5:09:30 PM,22,6,5:13:23 PM,22,6,5:34:58 PM,11,23.8,,-1.2793950,36.825364,-1.3206958,36.8769553,Rider_Id_576,1295
Order_No_16858,User_Id_3517,Bike,3,Business,7,4,1:37:18 PM,7,4,1:38:47 PM,7,4,1:44:57 PM,7,4,1:48:23 PM,7,4,2:11:30 PM,16,27.5,,-1.3009210,36.828195,-1.3882008,36.7699445,Rider_Id_136,1387
Order_No_20386,User_Id_3599,Bike,3,Business,4,2,12:34:17 PM,4,2,12:44:53 PM,4,2,2:11:27 PM,4,2,2:38:21 PM,4,2,3:56:50 PM,15,22.4,,-1.3302996,36.8707935,-1.2610066,36.7851622,Rider_Id_459,4709
Order_No_19094,User_Id_393,Bike,3,Business,24,5,10:44:40 AM,24,5,10:45:34 AM,24,5,11:12:44 AM,24,5,11:28:51 AM,24,5,12:14:46 PM,11,21.3,,-1.3228003,36.8306435,-1.2638185,36.7930057,Rider_Id_564,2755
Order_No_4448,User_Id_3599,Bike,3,Business,14,4,1:23:37 PM,14,4,1:56:29 PM,14,4,2:26:37 PM,14,4,3:09:07 PM,14,4,3:54:57 PM,13,28.2,,-1.3302996,36.8707935,-1.2913552,36.7875945,Rider_Id_152,2750
Order_No_16444,User_Id_635,Bike,3,Business,27,3,2:59:48 PM,27,3,3:01:54 PM,27,3,3:04:09 PM,27,3,3:23:13 PM,27,3,3:46:09 PM,8,29.6,,-1.3081376,36.8329772,-1.2602337,36.7990548,Rider_Id_787,1376
Order_No_3042,User_Id_757,Bike,1,Personal,20,4,12:27:06 PM,20,4,12:27:28 PM,20,4,12:33:07 PM,20,4,12:53:54 PM,20,4,1:31:51 PM,14,24.2,,-1.2248308,36.8012573,-1.2952784,36.7793271,Rider_Id_215,2277
Order_No_20468,User_Id_852,Bike,2,Personal,11,3,5:23:31 PM,11,3,5:27:19 PM,11,3,5:31:16 PM,11,3,5:41:19 PM,11,3,5:56:40 PM,8,19.9,,-1.2980660,36.7767095,-1.2635930,36.7882903,Rider_Id_431,921
Order_No_24788,User_Id_81,Bike,3,Business,25,1,3:19:10 PM,25,1,3:22:34 PM,25,1,3:35:11 PM,25,1,3:40:42 PM,25,1,3:52:20 PM,4,,,-1.2641496,36.7914139,-1.2555811,36.802267,Rider_Id_101,698
Order_No_20431,User_Id_496,Bike,3,Business,30,4,12:54:06 PM,30,4,12:54:22 PM,30,4,1:02:28 PM,30,4,1:28:00 PM,30,4,2:20:08 PM,21,,,-1.2571472,36.7950633,-1.1913630,36.9219712,Rider_Id_424,3128
Order_No_6581,User_Id_432,Bike,3,Business,20,1,6:26:07 PM,20,1,6:57:13 PM,20,1,7:14:56 PM,20,1,7:18:44 PM,20,1,8:10:48 PM,3,,,-1.3012008,36.764868,-1.2763494,36.7671783,Rider_Id_868,3124
Order_No_25970,User_Id_265,Bike,3,Business,5,2,1:55:21 PM,5,2,1:57:58 PM,5,2,2:14:55 PM,5,2,2:22:53 PM,5,2,2:50:31 PM,11,27.6,,-1.2433673,36.7849565,-1.3009210,36.828195,Rider_Id_148,1658
Order_No_17247,User_Id_265,Bike,3,Business,13,2,4:23:34 PM,13,2,4:49:22 PM,13,2,4:57:03 PM,13,2,4:59:06 PM,13,2,5:10:28 PM,4,23.7,,-1.3009210,36.828195,-1.2974472,36.8156997,Rider_Id_685,682
Order_No_9028,User_Id_620,Bike,2,Personal,4,4,1:47:58 PM,4,4,2:22:17 PM,4,4,2:34:29 PM,4,4,2:57:13 PM,4,4,4:27:04 PM,11,24.6,,-1.2293754,36.8624324,-1.2815530,36.8185334,Rider_Id_86,5391
Order_No_2441,User_Id_1705,Bike,3,Business,9,4,2:47:02 PM,9,4,2:47:44 PM,9,4,3:05:52 PM,9,4,3:07:19 PM,9,4,3:33:16 PM,15,25.9,,-1.2551895,36.7822034,-1.2239216,36.8792146,Rider_Id_379,1557
Order_No_595,User_Id_1304,Bike,3,Business,17,5,1:32:49 PM,17,5,1:43:24 PM,17,5,1:58:20 PM,17,5,2:03:34 PM,17,5,2:24:04 PM,6,,,-1.2551895,36.7822034,-1.2855666,36.8194926,Rider_Id_709,1230
Order_No_17816,User_Id_1402,Bike,3,Business,20,1,9:36:53 AM,20,1,9:37:22 AM,20,1,9:39:09 AM,20,1,9:44:22 AM,20,1,9:51:57 AM,1,18.9,,-1.2793950,36.825364,-1.2813012,36.8323962,Rider_Id_456,455
Order_No_4298,User_Id_2123,Bike,1,Personal,15,1,9:22:26 AM,15,1,9:23:31 AM,15,1,9:58:53 AM,15,1,10:02:13 AM,15,1,10:32:32 AM,3,,,-1.2833335,36.8260084,-1.2969035,36.8083806,Rider_Id_338,1819
Order_No_11024,User_Id_2330,Bike,3,Business,9,4,1:55:24 PM,9,4,1:57:28 PM,9,4,2:07:21 PM,9,4,2:11:21 PM,9,4,2:29:27 PM,5,,,-1.3015197,36.7658456,-1.2921463,36.8029626,Rider_Id_348,1086
Order_No_12738,User_Id_2008,Bike,3,Business,31,5,9:44:42 AM,31,5,9:45:38 AM,31,5,9:53:21 AM,31,5,10:04:02 AM,31,5,10:27:45 AM,9,,,-1.2508229,36.7895263,-1.2944584,36.7614555,Rider_Id_937,1423
Order_No_14693,User_Id_788,Bike,3,Business,5,2,12:09:16 PM,5,2,12:09:36 PM,5,2,12:19:04 PM,5,2,12:21:53 PM,5,2,1:01:30 PM,15,23.8,,-1.2232123,36.8932547,-1.2253220,36.80855,Rider_Id_691,2377
Order_No_8012,User_Id_3565,Bike,3,Business,10,7,12:31:45 PM,10,7,12:33:55 PM,10,7,12:56:47 PM,10,7,1:01:06 PM,10,7,1:52:28 PM,29,,,-1.2844665,36.7866113,-1.1428716,36.962347,Rider_Id_267,3082
Order_No_12436,User_Id_2227,Bike,3,Personal,19,3,10:28:57 AM,19,3,10:29:48 AM,19,3,10:36:19 AM,19,3,10:43:38 AM,19,3,11:10:08 AM,8,22.4,,-1.2541275,36.8263055,-1.2971010,36.798243,Rider_Id_630,1590
Order_No_9774,User_Id_360,Bike,3,Personal,31,4,9:18:49 AM,31,4,9:19:02 AM,31,4,9:31:42 AM,31,4,9:55:07 AM,31,4,11:14:15 AM,29,17.3,,-1.2959053,36.7898158,-1.1425270,36.91799,Rider_Id_79,4748
Order_No_834,User_Id_788,Bike,3,Business,16,3,9:00:30 AM,16,3,9:01:37 AM,16,3,9:22:30 AM,16,3,9:36:39 AM,16,3,10:22:40 AM,11,19.8,,-1.2253220,36.80855,-1.2917680,36.8297208,Rider_Id_101,2761
Order_No_6654,User_Id_1205,Bike,3,Business,26,2,12:28:58 PM,26,2,12:29:27 PM,26,2,12:32:13 PM,26,2,12:38:21 PM,26,2,12:53:00 PM,3,27.5,,-1.2495931,36.8065087,-1.2714767,36.8138291,Rider_Id_484,879
Order_No_21691,User_Id_3517,Bike,3,Business,19,1,11:17:37 AM,19,1,11:19:34 AM,19,1,11:49:02 AM,19,1,11:59:22 AM,19,1,12:33:47 PM,15,24.9,,-1.3009210,36.828195,-1.3882008,36.7699445,Rider_Id_280,2065
Order_No_23114,User_Id_788,Bike,3,Business,12,1,12:01:17 PM,12,1,12:02:38 PM,12,1,12:14:45 PM,12,1,12:23:28 PM,12,1,12:59:59 PM,15,23.6,,-1.3052491,36.8223899,-1.2253220,36.80855,Rider_Id_778,2191
Order_No_27149,User_Id_2412,Bike,3,Business,21,2,11:57:20 AM,21,2,11:57:41 AM,21,2,11:59:02 AM,21,2,12:08:39 PM,21,2,12:25:04 PM,12,22.7,,-1.2584143,36.8048002,-1.2283403,36.8822756,Rider_Id_383,985
Order_No_827,User_Id_3326,Bike,3,Business,16,2,4:09:03 PM,16,2,4:12:15 PM,16,2,4:26:34 PM,16,2,4:44:16 PM,16,2,5:39:58 PM,8,,,-1.2571472,36.7950633,-1.3025667,36.7803495,Rider_Id_422,3342
